timestamp,TimeUS,I,Alt,AltAMSL,Press,Temp,CRt,SMS,Offset,GndTemp,H,CPress
1778782185.06005621,68245191,0,0.00372314453125,584.0936889648438,94502.828125,30.57,0.0,68245,0.0,28.02182960510254,1,94502.828125
1778782185.06005621,68245191,1,-0.14910888671875,583.9408569335938,94503.296875,30.57,0.0,68245,0.0,28.02182960510254,1,94503.296875
1778782185.16001606,68345151,0,0.00372314453125,584.0936889648438,94502.828125,30.57,0.0,68345,0.0,28.02182960510254,1,94502.828125
1778782185.16001606,68345151,1,-0.17547607421875,583.9144897460938,94503.59375,30.57,0.0,68345,0.0,28.02182960510254,1,94503.59375
1778782185.25997615,68445111,0,0.00372314453125,584.0936889648438,94502.828125,30.57,0.0,68445,0.0,28.02182960510254,1,94502.828125
1778782185.25997615,68445111,1,-0.07830810546875,584.0116577148438,94502.4921875,30.57,0.0,68445,0.0,28.02182960510254,1,94502.4921875
1778782185.35993600,68545071,0,0.00372314453125,584.0936889648438,94502.828125,30.57,0.0,68545,0.0,28.02182960510254,1,94502.828125
1778782185.35993600,68545071,1,-0.04608154296875,584.0438842773438,94502.125,30.57,0.0,68545,0.0,28.02182960510254,1,94502.125
1778782185.45989609,68645031,0,0.00372314453125,584.0936889648438,94502.828125,30.57,0.0,68645,0.0,28.02182960510254,1,94502.828125
1778782185.45989609,68645031,1,0.03009033203125,584.1200561523438,94501.2578125,30.57,0.0,68645,0.0,28.02182960510254,1,94501.2578125
1778782185.55985618,68744991,0,0.00372314453125,584.0936889648438,94502.828125,30.58,0.0,68744,0.0,28.02182960510254,1,94502.828125
1778782185.55985618,68744991,1,0.05694580078125,584.1469116210938,94500.953125,30.58,0.0,68744,0.0,28.02182960510254,1,94500.953125
1778782185.65981603,68844951,0,0.00372314453125,584.0936889648438,94502.828125,30.58,0.0,68844,0.0,28.02182960510254,1,94502.828125
1778782185.65981603,68844951,1,-0.29315185546875,583.7968139648438,94504.921875,30.58,0.0,68844,0.0,28.02182960510254,1,94504.921875
1778782185.75977612,68944911,0,0.00372314453125,584.0936889648438,94502.828125,30.58,0.0,68944,0.0,28.02182960510254,1,94502.828125
1778782185.75977612,68944911,1,-0.22869873046875,583.8612670898438,94504.1953125,30.58,0.0,68944,0.0,28.02182960510254,1,94504.1953125
1778782185.85973620,69044871,0,0.00372314453125,584.0936889648438,94502.828125,30.58,0.0,69044,0.0,28.02182960510254,1,94502.828125
1778782185.85973620,69044871,1,-0.10809326171875,583.9818725585938,94502.828125,30.58,0.0,69044,0.0,28.02182960510254,1,94502.828125
1778782185.95969605,69144831,0,0.00372314453125,584.0936889648438,94502.828125,30.58,0.0,69144,0.0,28.02182960510254,1,94502.828125
1778782185.95969605,69144831,1,-0.11688232421875,583.9730834960938,94502.921875,30.58,0.0,69144,0.0,28.02182960510254,1,94502.921875
1778782186.05965614,69244791,0,0.00372314453125,584.0936889648438,94502.828125,30.59,0.0,69244,0.0,28.02182960510254,1,94502.828125
1778782186.05965614,69244791,1,0.00958251953125,584.0995483398438,94501.4921875,30.59,0.0,69244,0.0,28.02182960510254,1,94501.4921875
1778782186.15961599,69344751,0,0.00372314453125,584.0936889648438,94502.828125,30.59,0.0,69344,0.0,28.02182960510254,1,94502.828125
1778782186.15961599,69344751,1,-0.24334716796875,583.8466186523438,94504.359375,30.59,0.0,69344,0.0,28.02182960510254,1,94504.359375
1778782186.25957608,69444711,0,0.00372314453125,584.0936889648438,94502.828125,30.59,0.0,69444,0.0,28.02182960510254,1,94502.828125
1778782186.25957608,69444711,1,-0.25213623046875,583.8378295898438,94504.4609375,30.59,0.0,69444,0.0,28.02182960510254,1,94504.4609375
1778782186.35953617,69544671,0,0.00372314453125,584.0936889648438,94502.828125,30.59,0.0,69544,0.0,28.02182960510254,1,94502.828125
1778782186.35953617,69544671,1,-0.26971435546875,583.8202514648438,94504.65625,30.59,0.0,69544,0.0,28.02182960510254,1,94504.65625
1778782186.45949602,69644631,0,0.00372314453125,584.0936889648438,94502.828125,30.59,0.0,69644,0.0,28.02182960510254,1,94502.828125
1778782186.45949602,69644631,1,-0.23748779296875,583.8524780273438,94504.2890625,30.6,0.0,69644,0.0,28.02182960510254,1,94504.2890625
1778782186.55945611,69744591,0,0.00372314453125,584.0936889648438,94502.828125,30.6,0.0,69744,0.0,28.02182960510254,1,94502.828125
1778782186.55945611,69744591,1,-0.23748779296875,583.8524780273438,94504.2890625,30.6,0.0,69744,0.0,28.02182960510254,1,94504.2890625
1778782186.65941620,69844551,0,0.00372314453125,584.0936889648438,94502.828125,30.6,0.0,69844,0.0,28.02182960510254,1,94502.828125
1778782186.65941620,69844551,1,0.0540771484375,584.14404296875,94500.984375,30.6,0.0,69844,0.0,28.02182960510254,1,94500.984375
1778782186.75937605,69944511,0,0.00372314453125,584.0936889648438,94502.828125,30.6,0.0,69944,0.0,28.02182960510254,1,94502.828125
1778782186.75937605,69944511,1,0.02130126953125,584.1112670898438,94501.3515625,30.6,0.0,69944,0.0,28.02182960510254,1,94501.3515625
1778782186.85933614,70044471,0,0.00372314453125,584.0936889648438,94502.828125,30.6,0.0,70044,0.0,28.02182960510254,1,94502.828125
1778782186.85933614,70044471,1,-0.24334716796875,583.8466186523438,94504.359375,30.6,0.0,70044,0.0,28.02182960510254,1,94504.359375
1778782186.95929623,70144431,0,0.00372314453125,584.0936889648438,94502.828125,30.6,0.0,70144,0.0,28.02182960510254,1,94502.828125
1778782186.95929623,70144431,1,-0.06072998046875,584.0292358398438,94502.2890625,30.6,0.0,70144,0.0,28.02182960510254,1,94502.2890625
1778782187.05925608,70244391,0,0.00372314453125,584.0936889648438,94502.828125,30.61,0.0,70244,0.0,28.02182960510254,1,94502.828125
1778782187.05925608,70244391,1,-0.26971435546875,583.8202514648438,94504.65625,30.61,0.0,70244,0.0,28.02182960510254,1,94504.65625
1778782187.16004920,70345184,0,0.00372314453125,584.0936889648438,94502.828125,30.61,0.0,70345,0.0,28.02182960510254,1,94502.828125
1778782187.16004920,70345184,1,-0.11102294921875,583.9789428710938,94502.859375,30.61,0.0,70345,0.0,28.02182960510254,1,94502.859375
1778782187.26000905,70445144,0,0.00372314453125,584.0936889648438,94502.828125,30.61,0.0,70445,0.0,28.02182960510254,1,94502.828125
1778782187.26000905,70445144,1,-0.21942138671875,583.8705444335938,94504.0859375,30.61,0.0,70445,0.0,28.02182960510254,1,94504.0859375
1778782187.35996914,70545104,0,0.00372314453125,584.0936889648438,94502.828125,30.61,0.0,70545,0.0,28.02182960510254,1,94502.828125
1778782187.35996914,70545104,1,0.04473876953125,584.1347045898438,94501.09375,30.61,0.0,70545,0.0,28.02182960510254,1,94501.09375
1778782187.45992923,70645064,0,0.00372314453125,584.0936889648438,94502.828125,30.61,0.0,70645,0.0,28.02182960510254,1,94502.828125
1778782187.45992923,70645064,1,-0.06072998046875,584.0292358398438,94502.2890625,30.61,0.0,70645,0.0,28.02182960510254,1,94502.2890625
1778782187.55988908,70745024,0,0.00372314453125,584.0936889648438,94502.828125,30.62,0.0,70745,0.0,28.02182960510254,1,94502.828125
1778782187.55988908,70745024,1,-0.06951904296875,584.0204467773438,94502.390625,30.62,0.0,70745,0.0,28.02182960510254,1,94502.390625
1778782187.65984917,70844984,0,0.00372314453125,584.0936889648438,94502.828125,30.62,0.0,70844,0.0,28.02182960510254,1,94502.828125
1778782187.65984917,70844984,1,-0.24627685546875,583.8436889648438,94504.3984375,30.62,0.0,70844,0.0,28.02182960510254,1,94504.3984375
1778782187.75980902,70944944,0,0.00372314453125,584.0936889648438,94502.828125,30.62,0.0,70944,0.0,28.02182960510254,1,94502.828125
1778782187.75980902,70944944,1,-0.23748779296875,583.8524780273438,94504.2890625,30.62,0.0,70944,0.0,28.02182960510254,1,94504.2890625
1778782187.85976911,71044904,0,0.00372314453125,584.0936889648438,94502.828125,30.62,0.0,71044,0.0,28.02182960510254,1,94502.828125
1778782187.85976911,71044904,1,-0.19891357421875,583.8910522460938,94503.8515625,30.62,0.0,71044,0.0,28.02182960510254,1,94503.8515625
1778782187.95972919,71144864,0,0.00372314453125,584.0936889648438,94502.828125,30.62,0.0,71144,0.0,28.02182960510254,1,94502.828125
1778782187.95972919,71144864,1,-0.04901123046875,584.0409545898438,94502.1640625,30.62,0.0,71144,0.0,28.02182960510254,1,94502.1640625
1778782188.05968904,71244824,0,0.00372314453125,584.0936889648438,94502.828125,30.63,0.0,71244,0.0,28.02182960510254,1,94502.828125
1778782188.05968904,71244824,1,-0.18133544921875,583.9086303710938,94503.6640625,30.63,0.0,71244,0.0,28.02182960510254,1,94503.6640625
1778782188.15964913,71344784,0,0.00372314453125,584.0936889648438,94502.828125,30.63,0.0,71344,0.0,28.02182960510254,1,94502.828125
1778782188.15964913,71344784,1,-0.04901123046875,584.0409545898438,94502.1640625,30.63,0.0,71344,0.0,28.02182960510254,1,94502.1640625
1778782188.25960922,71444744,0,0.00372314453125,584.0936889648438,94502.828125,30.63,0.0,71444,0.0,28.02182960510254,1,94502.828125
1778782188.25960922,71444744,1,-0.26092529296875,583.8290405273438,94504.5625,30.63,0.0,71444,0.0,28.02182960510254,1,94504.5625
1778782188.35956907,71544704,0,0.00372314453125,584.0936889648438,94502.828125,30.63,0.0,71544,0.0,28.02182960510254,1,94502.828125
1778782188.35956907,71544704,1,0.0628662109375,584.15283203125,94500.890625,30.63,0.0,71544,0.0,28.02182960510254,1,94500.890625
1778782188.45952916,71644664,0,0.00372314453125,584.0936889648438,94502.828125,30.63,0.0,71644,0.0,28.02182960510254,1,94502.828125
1778782188.45952916,71644664,1,0.06866455078125,584.1586303710938,94500.828125,30.63,0.0,71644,0.0,28.02182960510254,1,94500.828125
1778782188.55948901,71744624,0,0.00372314453125,584.0936889648438,94502.828125,30.64,0.0,71744,0.0,28.02182960510254,1,94502.828125
1778782188.55948901,71744624,1,-0.11688232421875,583.9730834960938,94502.921875,30.64,0.0,71744,0.0,28.02182960510254,1,94502.921875
1778782188.65944910,71844584,0,0.00372314453125,584.0936889648438,94502.828125,30.64,0.0,71844,0.0,28.02182960510254,1,94502.828125
1778782188.65944910,71844584,1,-0.26678466796875,583.8231811523438,94504.625,30.64,0.0,71844,0.0,28.02182960510254,1,94504.625
1778782188.75940919,71944544,0,0.00372314453125,584.0936889648438,94502.828125,30.64,0.0,71944,0.0,28.02182960510254,1,94502.828125
1778782188.75940919,71944544,1,0.06866455078125,584.1586303710938,94500.828125,30.64,0.0,71944,0.0,28.02182960510254,1,94500.828125
1778782188.85936904,72044504,0,0.00372314453125,584.0936889648438,94502.828125,30.64,0.0,72044,0.0,28.02182960510254,1,94502.828125
1778782188.85936904,72044504,1,-0.11102294921875,583.9789428710938,94502.859375,30.64,0.0,72044,0.0,28.02182960510254,1,94502.859375
1778782188.95932913,72144464,0,0.00372314453125,584.0936889648438,94502.828125,30.64,0.0,72144,0.0,28.02182960510254,1,94502.828125
1778782188.95932913,72144464,1,-0.28143310546875,583.8085327148438,94504.796875,30.64,0.0,72144,0.0,28.02182960510254,1,94504.796875
1778782189.05928922,72244424,0,0.00372314453125,584.0936889648438,94502.828125,30.65,0.0,72244,0.0,28.02182960510254,1,94502.828125
1778782189.05928922,72244424,1,-0.11688232421875,583.9730834960938,94502.921875,30.65,0.0,72244,0.0,28.02182960510254,1,94502.921875
1778782189.15924907,72344384,0,0.00372314453125,584.0936889648438,94502.828125,30.65,0.0,72344,0.0,28.02182960510254,1,94502.828125
1778782189.15924907,72344384,1,-0.10809326171875,583.9818725585938,94502.828125,30.65,0.0,72344,0.0,28.02182960510254,1,94502.828125
1778782189.26004219,72445177,0,0.00372314453125,584.0936889648438,94502.828125,30.65,0.0,72445,0.0,28.02182960510254,1,94502.828125
1778782189.26004219,72445177,1,-0.19891357421875,583.8910522460938,94503.8515625,30.65,0.0,72445,0.0,28.02182960510254,1,94503.8515625
1778782189.36000204,72545137,0,0.00372314453125,584.0936889648438,94502.828125,30.65,0.0,72545,0.0,28.02182960510254,1,94502.828125
1778782189.36000204,72545137,1,-0.07830810546875,584.0116577148438,94502.4921875,30.65,0.0,72545,0.0,28.02182960510254,1,94502.4921875
1778782189.45996213,72645097,0,0.00372314453125,584.0936889648438,94502.828125,30.65,0.0,72645,0.0,28.02182960510254,1,94502.828125
1778782189.45996213,72645097,1,-0.12567138671875,583.9642944335938,94503.03125,30.65,0.0,72645,0.0,28.02182960510254,1,94503.03125
1778782189.55992222,72745057,0,0.00372314453125,584.0936889648438,94502.828125,30.65,0.0,72745,0.0,28.02182960510254,1,94502.828125
1778782189.55992222,72745057,1,-0.07830810546875,584.0116577148438,94502.4921875,30.65,0.0,72745,0.0,28.02182960510254,1,94502.4921875
1778782189.65988207,72845017,0,0.00372314453125,584.0936889648438,94502.828125,30.66,0.0,72845,0.0,28.02182960510254,1,94502.828125
1778782189.65988207,72845017,1,-0.06072998046875,584.0292358398438,94502.2890625,30.66,0.0,72845,0.0,28.02182960510254,1,94502.2890625
1778782189.75984216,72944977,0,0.00372314453125,584.0936889648438,94502.828125,30.66,0.0,72944,0.0,28.02182960510254,1,94502.828125
1778782189.75984216,72944977,1,-0.29315185546875,583.7968139648438,94504.921875,30.66,0.0,72944,0.0,28.02182960510254,1,94504.921875
1778782189.85980201,73044937,0,0.00372314453125,584.0936889648438,94502.828125,30.66,0.0,73044,0.0,28.02182960510254,1,94502.828125
1778782189.85980201,73044937,1,-0.23748779296875,583.8524780273438,94504.2890625,30.66,0.0,73044,0.0,28.02182960510254,1,94504.2890625
1778782189.95976210,73144897,0,0.00372314453125,584.0936889648438,94502.828125,30.66,0.0,73144,0.0,28.02182960510254,1,94502.828125
1778782189.95976210,73144897,1,-0.12567138671875,583.9642944335938,94503.03125,30.66,0.0,73144,0.0,28.02182960510254,1,94503.03125
1778782190.05972219,73244857,0,0.00372314453125,584.0936889648438,94502.828125,30.66,0.0,73244,0.0,28.02182960510254,1,94502.828125
1778782190.05972219,73244857,1,-0.06072998046875,584.0292358398438,94502.2890625,30.66,0.0,73244,0.0,28.02182960510254,1,94502.2890625
