timestamp,TimeUS,I,Alt,AltAMSL,Press,Temp,CRt,SMS,Offset,GndTemp,H,CPress
1778788392.76001596,65945278,0,0.00372314453125,584.0936889648438,94502.828125,30.51,0.0,65945,0.0,28.02182960510254,1,94502.828125
1778788392.76001596,65945278,1,0.00079345703125,584.0907592773438,94501.5859375,30.51,0.0,65945,0.0,28.02182960510254,1,94501.5859375
1778788392.85997605,66045238,0,0.00372314453125,584.0936889648438,94502.828125,30.52,0.0,66045,0.0,28.02182960510254,1,94502.828125
1778788392.85997605,66045238,1,0.08038330078125,584.1703491210938,94500.6875,30.52,0.0,66045,0.0,28.02182960510254,1,94500.6875
1778788392.95993614,66145198,0,0.00372314453125,584.0936889648438,94502.828125,30.52,0.0,66145,0.0,28.02182960510254,1,94502.828125
1778788392.95993614,66145198,1,-0.07830810546875,584.0116577148438,94502.4921875,30.52,0.0,66145,0.0,28.02182960510254,1,94502.4921875
1778788393.05989599,66245158,0,0.00372314453125,584.0936889648438,94502.828125,30.52,0.0,66245,0.0,28.02182960510254,1,94502.828125
1778788393.05989599,66245158,1,-0.0079345703125,584.08203125,94501.6953125,30.52,0.0,66245,0.0,28.02182960510254,1,94501.6953125
1778788393.15985608,66345118,0,0.00372314453125,584.0936889648438,94502.828125,30.52,0.0,66345,0.0,28.02182960510254,1,94502.828125
1778788393.15985608,66345118,1,-0.02264404296875,584.0673217773438,94501.8515625,30.52,0.0,66345,0.0,28.02182960510254,1,94501.8515625
1778788393.25981593,66445078,0,0.00372314453125,584.0936889648438,94502.828125,30.53,0.0,66445,0.0,28.02182960510254,1,94502.828125
1778788393.25981593,66445078,1,0.0863037109375,584.17626953125,94500.625,30.53,0.0,66445,0.0,28.02182960510254,1,94500.625
1778788393.35977602,66545038,0,0.00372314453125,584.0936889648438,94502.828125,30.53,0.0,66545,0.0,28.02182960510254,1,94502.828125
1778788393.35977602,66545038,1,-0.06365966796875,584.0263061523438,94502.3203125,30.53,0.0,66545,0.0,28.02182960510254,1,94502.3203125
1778788393.45973611,66644998,0,0.00372314453125,584.0936889648438,94502.828125,30.53,0.0,66644,0.0,28.02182960510254,1,94502.828125
1778788393.45973611,66644998,1,-0.10223388671875,583.9877319335938,94502.75,30.53,0.0,66644,0.0,28.02182960510254,1,94502.75
1778788393.55969596,66744958,0,0.00372314453125,584.0936889648438,94502.828125,30.53,0.0,66744,0.0,28.02182960510254,1,94502.828125
1778788393.55969596,66744958,1,-0.06951904296875,584.0204467773438,94502.390625,30.53,0.0,66744,0.0,28.02182960510254,1,94502.390625
1778788393.65965605,66844918,0,0.00372314453125,584.0936889648438,94502.828125,30.54,0.0,66844,0.0,28.02182960510254,1,94502.828125
1778788393.65965605,66844918,1,-0.24627685546875,583.8436889648438,94504.3984375,30.54,0.0,66844,0.0,28.02182960510254,1,94504.3984375
1778788393.75961614,66944878,0,0.00372314453125,584.0936889648438,94502.828125,30.54,0.0,66944,0.0,28.02182960510254,1,94502.828125
1778788393.75961614,66944878,1,-0.10809326171875,583.9818725585938,94502.828125,30.54,0.0,66944,0.0,28.02182960510254,1,94502.828125
1778788393.85957599,67044838,0,0.00372314453125,584.0936889648438,94502.828125,30.54,0.0,67044,0.0,28.02182960510254,1,94502.828125
1778788393.85957599,67044838,1,-0.16375732421875,583.9262084960938,94503.4609375,30.54,0.0,67044,0.0,28.02182960510254,1,94503.4609375
1778788393.95953608,67144798,0,0.00372314453125,584.0936889648438,94502.828125,30.54,0.0,67144,0.0,28.02182960510254,1,94502.828125
1778788393.95953608,67144798,1,-0.05487060546875,584.0350952148438,94502.2265625,30.54,0.0,67144,0.0,28.02182960510254,1,94502.2265625
1778788394.05949593,67244758,0,0.00372314453125,584.0936889648438,94502.828125,30.54,0.0,67244,0.0,28.02182960510254,1,94502.828125
1778788394.05949593,67244758,1,0.08038330078125,584.1703491210938,94500.6875,30.54,0.0,67244,0.0,28.02182960510254,1,94500.6875
1778788394.15945601,67344718,0,0.00372314453125,584.0936889648438,94502.828125,30.55,0.0,67344,0.0,28.02182960510254,1,94502.828125
1778788394.15945601,67344718,1,-0.24627685546875,583.8436889648438,94504.3984375,30.55,0.0,67344,0.0,28.02182960510254,1,94504.3984375
1778788394.25941610,67444678,0,0.00372314453125,584.0936889648438,94502.828125,30.55,0.0,67444,0.0,28.02182960510254,1,94502.828125
1778788394.25941610,67444678,1,-0.18719482421875,583.9027709960938,94503.7265625,30.55,0.0,67444,0.0,28.02182960510254,1,94503.7265625
1778788394.35937595,67544638,0,0.00372314453125,584.0936889648438,94502.828125,30.55,0.0,67544,0.0,28.02182960510254,1,94502.828125
1778788394.35937595,67544638,1,0.09210205078125,584.1820678710938,94500.546875,30.55,0.0,67544,0.0,28.02182960510254,1,94500.546875
1778788394.45933604,67644598,0,0.00372314453125,584.0936889648438,94502.828125,30.55,0.0,67644,0.0,28.02182960510254,1,94502.828125
1778788394.45933604,67644598,1,-0.21942138671875,583.8705444335938,94504.0859375,30.55,0.0,67644,0.0,28.02182960510254,1,94504.0859375
1778788394.55929613,67744558,0,0.00372314453125,584.0936889648438,94502.828125,30.56,0.0,67744,0.0,28.02182960510254,1,94502.828125
1778788394.55929613,67744558,1,-0.11981201171875,583.9701538085938,94502.953125,30.56,0.0,67744,0.0,28.02182960510254,1,94502.953125
1778788394.65925598,67844518,0,0.00372314453125,584.0936889648438,94502.828125,30.56,0.0,67844,0.0,28.02182960510254,1,94502.828125
1778788394.65925598,67844518,1,-0.19891357421875,583.8910522460938,94503.8515625,30.56,0.0,67844,0.0,28.02182960510254,1,94503.8515625
1778788394.75921607,67944478,0,0.00372314453125,584.0936889648438,94502.828125,30.56,0.0,67944,0.0,28.02182960510254,1,94502.828125
1778788394.75921607,67944478,1,-0.19598388671875,583.8939819335938,94503.8203125,30.56,0.0,67944,0.0,28.02182960510254,1,94503.8203125
1778788394.86000896,68045271,0,0.00372314453125,584.0936889648438,94502.828125,30.56,0.0,68045,0.0,28.02182960510254,1,94502.828125
1778788394.86000896,68045271,1,0.00665283203125,584.0966186523438,94501.5234375,30.56,0.0,68045,0.0,28.02182960510254,1,94501.5234375
1778788394.95996904,68145231,0,0.00372314453125,584.0936889648438,94502.828125,30.56,0.0,68145,0.0,28.02182960510254,1,94502.828125
1778788394.95996904,68145231,1,-0.07244873046875,584.0175170898438,94502.421875,30.56,0.0,68145,0.0,28.02182960510254,1,94502.421875
1778788395.05992913,68245191,0,0.00372314453125,584.0936889648438,94502.828125,30.57,0.0,68245,0.0,28.02182960510254,1,94502.828125
