timestamp,TimeUS,I,Alt,AltAMSL,Press,Temp,CRt,SMS,Offset,GndTemp,H,CPress,TimeSec,AttackActive_BARO,Alt_attacked,SoftwareSensor_Alt,Residual_Alt,DetectionFlag_Alt,Recovered_Alt
1778782973.160016,52344054,0,0.00372314453125,584.0936889648438,94502.828125,30.12,0.0,52344,0.0,28.02182960510254,1,94502.828125,0.0,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
1778782973.160016,52344054,1,-0.22869873046875,583.8612670898438,94504.1953125,30.12,0.0,52344,0.0,28.02182960510254,1,94504.1953125,0.0,0,-0.22869873046875,-0.22869873046875,0.0,0,-0.22869873046875
1778782973.2608092,52444847,0,0.00372314453125,584.0936889648438,94502.828125,30.12,0.0,52444,0.0,28.02182960510254,1,94502.828125,0.100793,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
1778782973.2608092,52444847,1,-0.21942138671875,583.8705444335938,94504.0859375,30.12,0.0,52444,0.0,28.02182960510254,1,94504.0859375,0.100793,0,-0.21942138671875,-0.21942138671875,0.0,0,-0.21942138671875
1778782973.360769,52544807,0,0.00372314453125,584.0936889648438,94502.828125,30.13,0.0,52544,0.0,28.02182960510254,1,94502.828125,0.200753,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
1778782973.360769,52544807,1,-0.17547607421875,583.9144897460938,94503.59375,30.13,0.0,52544,0.0,28.02182960510254,1,94503.59375,0.200753,0,-0.17547607421875,-0.17547607421875,0.0,0,-0.17547607421875
1778782973.4607291,52644767,0,0.00372314453125,584.0936889648438,94502.828125,30.13,0.0,52644,0.0,28.02182960510254,1,94502.828125,0.300713,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
1778782973.4607291,52644767,1,-0.23455810546875,583.8554077148438,94504.2578125,30.13,0.0,52644,0.0,28.02182960510254,1,94504.2578125,0.300713,0,-0.23455810546875,-0.23455810546875,0.0,0,-0.23455810546875
1778782973.5606887,52744727,0,0.00372314453125,584.0936889648438,94502.828125,30.13,0.0,52744,0.0,28.02182960510254,1,94502.828125,0.400673,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
1778782973.5606887,52744727,1,-0.24627685546875,583.8436889648438,94504.3984375,30.14,0.0,52744,0.0,28.02182960510254,1,94504.3984375,0.400673,0,-0.24627685546875,-0.24627685546875,0.0,0,-0.24627685546875
1778782973.660649,52844687,0,0.00372314453125,584.0936889648438,94502.828125,30.14,0.0,52844,0.0,28.02182960510254,1,94502.828125,0.500633,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
1778782973.660649,52844687,1,-0.23748779296875,583.8524780273438,94504.2890625,30.14,0.0,52844,0.0,28.02182960510254,1,94504.2890625,0.500633,0,-0.23748779296875,-0.23748779296875,0.0,0,-0.23748779296875
1778782973.7606091,52944647,0,0.00372314453125,584.0936889648438,94502.828125,30.14,0.0,52944,0.0,28.02182960510254,1,94502.828125,0.600593,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
1778782973.7606091,52944647,1,-0.22869873046875,583.8612670898438,94504.1953125,30.14,0.0,52944,0.0,28.02182960510254,1,94504.1953125,0.600593,0,-0.22869873046875,-0.22869873046875,0.0,0,-0.22869873046875
1778782973.860569,53044607,0,0.00372314453125,584.0936889648438,94502.828125,30.14,0.0,53044,0.0,28.02182960510254,1,94502.828125,0.700553,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
1778782973.860569,53044607,1,-0.24334716796875,583.8466186523438,94504.359375,30.15,0.0,53044,0.0,28.02182960510254,1,94504.359375,0.700553,0,-0.24334716796875,-0.24334716796875,0.0,0,-0.24334716796875
1778782973.960529,53144567,0,0.00372314453125,584.0936889648438,94502.828125,30.15,0.0,53144,0.0,28.02182960510254,1,94502.828125,0.800513,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
1778782973.960529,53144567,1,-0.14031982421875,583.9496459960938,94503.1875,30.15,0.0,53144,0.0,28.02182960510254,1,94503.1875,0.800513,0,-0.14031982421875,-0.14031982421875,0.0,0,-0.14031982421875
1778782974.0604892,53244527,0,0.00372314453125,584.0936889648438,94502.828125,30.15,0.0,53244,0.0,28.02182960510254,1,94502.828125,0.900473,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
1778782974.0604892,53244527,1,-0.19012451171875,583.8998413085938,94503.7578125,30.15,0.0,53244,0.0,28.02182960510254,1,94503.7578125,0.900473,0,-0.19012451171875,-0.19012451171875,0.0,0,-0.19012451171875
1778782974.160449,53344487,0,0.00372314453125,584.0936889648438,94502.828125,30.16,0.0,53344,0.0,28.02182960510254,1,94502.828125,1.000433,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
1778782974.160449,53344487,1,-0.03143310546875,584.0585327148438,94501.9609375,30.16,0.0,53344,0.0,28.02182960510254,1,94501.9609375,1.000433,0,-0.03143310546875,-0.03143310546875,0.0,0,-0.03143310546875
1778782974.260409,53444447,0,0.00372314453125,584.0936889648438,94502.828125,30.16,0.0,53444,0.0,28.02182960510254,1,94502.828125,1.100393,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
1778782974.260409,53444447,1,-0.11688232421875,583.9730834960938,94502.921875,30.16,0.0,53444,0.0,28.02182960510254,1,94502.921875,1.100393,0,-0.11688232421875,-0.11688232421875,0.0,0,-0.11688232421875
1778782974.3603687,53544407,0,0.00372314453125,584.0936889648438,94502.828125,30.16,0.0,53544,0.0,28.02182960510254,1,94502.828125,1.200353,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
