timestamp,TimeUS,I,Alt,AltAMSL,Press,Temp,CRt,SMS,Offset,GndTemp,H,CPress,TimeSec,AttackActive_BARO,Alt_attacked,SoftwareSensor_Alt,Residual_Alt,DetectionFlag_Alt,Recovered_Alt
1778782185.0600562,68245191,0,0.00372314453125,584.0936889648438,94502.828125,30.57,0.0,68245,0.0,28.02182960510254,1,94502.828125,0.0,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
1778782185.0600562,68245191,1,-0.14910888671875,583.9408569335938,94503.296875,30.57,0.0,68245,0.0,28.02182960510254,1,94503.296875,0.0,0,-0.14910888671875,-0.14910888671875,0.0,0,-0.14910888671875
1778782185.160016,68345151,0,0.00372314453125,584.0936889648438,94502.828125,30.57,0.0,68345,0.0,28.02182960510254,1,94502.828125,0.09996,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
1778782185.160016,68345151,1,-0.17547607421875,583.9144897460938,94503.59375,30.57,0.0,68345,0.0,28.02182960510254,1,94503.59375,0.09996,0,-0.17547607421875,-0.17547607421875,0.0,0,-0.17547607421875
1778782185.259976,68445111,0,0.00372314453125,584.0936889648438,94502.828125,30.57,0.0,68445,0.0,28.02182960510254,1,94502.828125,0.19992,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
1778782185.259976,68445111,1,-0.07830810546875,584.0116577148438,94502.4921875,30.57,0.0,68445,0.0,28.02182960510254,1,94502.4921875,0.19992,0,-0.07830810546875,-0.07830810546875,0.0,0,-0.07830810546875
1778782185.359936,68545071,0,0.00372314453125,584.0936889648438,94502.828125,30.57,0.0,68545,0.0,28.02182960510254,1,94502.828125,0.29988,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
1778782185.359936,68545071,1,-0.04608154296875,584.0438842773438,94502.125,30.57,0.0,68545,0.0,28.02182960510254,1,94502.125,0.29988,0,-0.04608154296875,-0.04608154296875,0.0,0,-0.04608154296875
1778782185.459896,68645031,0,0.00372314453125,584.0936889648438,94502.828125,30.57,0.0,68645,0.0,28.02182960510254,1,94502.828125,0.39984,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
1778782185.459896,68645031,1,0.03009033203125,584.1200561523438,94501.2578125,30.57,0.0,68645,0.0,28.02182960510254,1,94501.2578125,0.39984,0,0.03009033203125,0.03009033203125,0.0,0,0.03009033203125
1778782185.559856,68744991,0,0.00372314453125,584.0936889648438,94502.828125,30.58,0.0,68744,0.0,28.02182960510254,1,94502.828125,0.4998,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
1778782185.559856,68744991,1,0.05694580078125,584.1469116210938,94500.953125,30.58,0.0,68744,0.0,28.02182960510254,1,94500.953125,0.4998,0,0.05694580078125,0.05694580078125,0.0,0,0.05694580078125
1778782185.659816,68844951,0,0.00372314453125,584.0936889648438,94502.828125,30.58,0.0,68844,0.0,28.02182960510254,1,94502.828125,0.59976,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
1778782185.659816,68844951,1,-0.29315185546875,583.7968139648438,94504.921875,30.58,0.0,68844,0.0,28.02182960510254,1,94504.921875,0.59976,0,-0.29315185546875,-0.29315185546875,0.0,0,-0.29315185546875
1778782185.759776,68944911,0,0.00372314453125,584.0936889648438,94502.828125,30.58,0.0,68944,0.0,28.02182960510254,1,94502.828125,0.69972,0,0.00372314453125,0.00372314453125,0.0,0,0.00372314453125
